bigCityFlag,cityCode,cityName,prefCode
0,22216,袋井市,22
0,22219,下田市,22
0,22220,裾野市,22
0,22221,湖西市,22
0,22222,伊豆市,22
0,22223,御前崎市,22
0,22224,菊川市,22
0,22225,伊豆の国市,22
0,22226,牧之原市,22
0,22301,東伊豆町,22
0,22302,河津町,22
0,22304,南伊豆町,22
0,22305,松崎町,22
0,22306,西伊豆町,22
0,22325,函南町,22
0,22341,清水町,22
0,22342,長泉町,22
0,22344,小山町,22
0,22424,吉田町,22
0,22429,川根本町,22
0,22461,森町,22
2,23100,名古屋市,23
1,23101,名古屋市千種区,23
1,23102,名古屋市東区,23
1,23103,名古屋市北区,23
1,23104,名古屋市西区,23
1,23105,名古屋市中村区,23
1,23106,名古屋市中区,23
1,23107,名古屋市昭和区,23
1,23108,名古屋市瑞穂区,23
1,23109,名古屋市熱田区,23
1,23110,名古屋市中川区,23
1,23111,名古屋市港区,23
1,23112,名古屋市南区,23
1,23113,名古屋市守山区,23
1,23114,名古屋市緑区,23
1,23115,名古屋市名東区,23
1,23116,名古屋市天白区,23
0,23201,豊橋市,23
0,23202,岡崎市,23
0,23203,一宮市,23
0,23204,瀬戸市,23
0,23205,半田市,23
0,23206,春日井市,23
0,23207,豊川市,23
0,23208,津島市,23
0,23209,碧南市,23
0,23210,刈谷市,23
0,23211,豊田市,23
0,23212,安城市,23
0,23213,西尾市,23
0,23214,蒲郡市,23
0,23215,犬山市,23
0,23216,常滑市,23
0,23217,江南市,23
0,23219,小牧市,23
0,23220,稲沢市,23
0,23221,新城市,23
0,23222,東海市,23
0,23223,大府市,23
0,23224,知多市,23
0,23225,知立市,23
0,23226,尾張旭市,23
0,23227,高浜市,23
0,23228,岩倉市,23
0,23229,豊明市,23
0,23230,日進市,23
0,23231,田原市,23
0,23232,愛西市,23
0,23233,清須市,23
